action,actor,user,org,repo,created_at,data.hook_id,data.events,data.events_were,data.target_login,data.old_user,data.team
team.add_member,Junior-Shyko,rodrigoplimafreire,EscolaDeSaudePublica,,1579798013087,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1578674333652,,,,,,
org.update_member,uira,GeMNL,EscolaDeSaudePublica,,1578663274226,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1579548779243,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/calculadora-do-cidadao,1580080085924,,,,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/DesignLab,1580355291876,179049667,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
issue_comment.update,onaSousa,,EscolaDeSaudePublica,EscolaDeSaudePublica/TrabalheConosco,1578493653596,,,,,,
team.add_member,uira,patriciaapv,EscolaDeSaudePublica,,1578663129516,,,,,,EscolaDeSaudePublica/operativa-comite-digital
org.invite_member,Junior-Shyko,rodrigoplimafreire,EscolaDeSaudePublica,,1579797568734,,,,,,
issue_comment.update,diegocuruma,,EscolaDeSaudePublica,EscolaDeSaudePublica/TrabalheConosco,1578490562166,,,,,,
org.update_member,uira,GeMNL,EscolaDeSaudePublica,,1578663270548,,,,,,
issue_comment.update,GeMNL,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1578672901894,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/selecoes,1579716155459,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1579548570148,,,,,,
issue_comment.update,drmarcos,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1578749573687,,,,,,
issue_comment.update,GeMNL,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1579029030424,,,,,,
team.update_repository_permission,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1578663322638,,,,,,EscolaDeSaudePublica/operativa-comite-digital
issue_comment.destroy,elanlopes,,EscolaDeSaudePublica,EscolaDeSaudePublica/TrabalheConosco,1578489756002,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1579714717340,,,,,,
team.add_member,Junior-Shyko,rodrigoplimafreire,EscolaDeSaudePublica,,1579798013380,,,,,,EscolaDeSaudePublica/superintendencia
repo.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/TrabalheConosco,1578579947082,,,,,,
org.invite_member,uira,,EscolaDeSaudePublica,,1578409442251,,,,,,
project.update_org_permission,camilaccolares,,EscolaDeSaudePublica,,1579715070819,,,,,,
project.update_org_permission,camilaccolares,,EscolaDeSaudePublica,,1579714913868,,,,,,
org.update_member,Junior-Shyko,rodrigopeixotoespce,EscolaDeSaudePublica,,1579797636824,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/DesignLab,1580355538289,,,,,,
hook.destroy,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1578626208710,165692802,[],,,,
team.add_member,uira,uira,EscolaDeSaudePublica,,1578663099763,,,,,,EscolaDeSaudePublica/operativa-comite-digital
team.add_member,uira,drmarcos,EscolaDeSaudePublica,,1578663152573,,,,,,EscolaDeSaudePublica/operativa-comite-digital
issue_comment.update,GeMNL,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1579278374017,,,,,,
org.invite_member,drmarcos,,EscolaDeSaudePublica,,1579525267170,,,,,,
repo.rename,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/Sele-o-Board,1579723242835,,,,,,
hook.destroy,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1578623397914,155612745,[],,,,
team.create,uira,,EscolaDeSaudePublica,,1578663099624,,,,,,EscolaDeSaudePublica/operativa-comite-digital
issue_comment.update,GeMNL,,EscolaDeSaudePublica,EscolaDeSaudePublica/ComiteDePoliticasDigitais,1579029005100,,,,,,
org.remove_member,rodrigopeixotoespce,rodrigopeixotoespce,EscolaDeSaudePublica,,1579890975713,,,,,,
project.create,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/selecoes,1579635581816,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1580734361270,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1580731678836,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581080705709,,,,,,
team.add_member,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,,1580915801431,,,,,,EscolaDeSaudePublica/nutic
repo.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/TeleSaude,1581508568814,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1581520186203,,,,,,
project.delete,camilaccolares,,EscolaDeSaudePublica,,1581441167867,,,,,,
project.delete,camilaccolares,,EscolaDeSaudePublica,,1581441201545,,,,,,
project.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582304597746,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1582218973151,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1582033783595,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582899370340,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/SisWeb,1582827864842,,,,,,
repo.destroy,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/FeliciLab,1581310964504,,,,,,
repo.create,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/whatsapp-webcrawler,1581075812288,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/EspDataLab,1581533496032,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/Telegram,1581508546029,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/Telegram,1581508546195,,,,,,
project.close,drmarcos,,EscolaDeSaudePublica,,1581514535878,,,,,,
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165344422,,,,,,
project.close,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582304550035,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582894287373,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1580731691454,,,,,,
issue_comment.update,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/susi,1580922503208,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/TeleSaude,1581558963243,,,,,,
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1581533151259,,,,,,
project.close,drmarcos,,EscolaDeSaudePublica,,1581508797475,,,,,,
team.create,uira,,EscolaDeSaudePublica,,1582125034707,,,,,,EscolaDeSaudePublica/cenic
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165175008,,,,,,
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165629228,,,,,,
organization_default_label.update,uira,,EscolaDeSaudePublica,,1582165133591,,,,,,
repo.add_member,chicaothiago,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582296772774,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912841221,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582890989350,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808043566,,,,,,
project.update_team_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1580841085304,,,,,,EscolaDeSaudePublica/nutic
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/videoLab,1581309514294,182244465,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/FeliciLab,1581311145380,,,,,,
org.invite_member,drmarcos,cleyton1708,EscolaDeSaudePublica,,1581527810442,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/gnuteca,1581533827240,,,,,,
repo.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/EspDataLab,1581533723921,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1581533015495,,,,,,
project.close,camilaccolares,,EscolaDeSaudePublica,,1581441041753,,,,,,
project.open,camilaccolares,,EscolaDeSaudePublica,,1581441145709,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582897090754,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1581962618434,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582136815414,,,,,,
organization_default_label.update,uira,,EscolaDeSaudePublica,,1582165118873,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1580733123185,,,,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/infraLab,1581624059357,183393818,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
team.add_member,uira,uira,EscolaDeSaudePublica,,1582125034791,,,,,,EscolaDeSaudePublica/cenic
organization_default_label.destroy,uira,,EscolaDeSaudePublica,,1582165079651,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582294648402,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913118920,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913637384,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/susi,1580759076478,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581081776419,,,,,,
repo.add_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/whatsapp-webcrawler,1581075811945,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/FeliciLab,1581310942498,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808018320,,,,,,
project.close,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1581534168273,,,,,,
project.close,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1581534335706,,,,,,
issue_comment.update,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1582030903481,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1582032687160,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582113749507,,,,,,
team.add_member,uira,franmatos,EscolaDeSaudePublica,,1582125093112,,,,,,EscolaDeSaudePublica/cenic
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165505142,,,,,,
organization_default_label.update,uira,,EscolaDeSaudePublica,,1582165127304,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/AvaliacaoDaForcaDeTrabalho,1582120823074,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582308887063,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/videoLab,1581309456319,,,,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/FeliciLab,1581311184579,182250109,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
account.plan_change,drmarcos,,EscolaDeSaudePublica,,1581527810209,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/sagu,1581532928989,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/EducacaoPermanente,1581707731268,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/moodle-1,1582122949129,,,,,,
org.invite_member,uira,franmatos,EscolaDeSaudePublica,,1582125049210,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912969942,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1580730558774,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581519346692,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/MetodologiaDeDesenvolvimento,1581559312773,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582737248670,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913601333,,,,,,
issue_comment.destroy,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582051696774,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/moodle-1,1582122949419,,,,,,
issue_comment.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1582030898224,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/infraLab,1581623993055,,,,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1581542358607,183096629,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1581532853934,,,,,,
project.update_user_permission,camilaccolares,camilaccolares,EscolaDeSaudePublica,,1581440887474,,,,,,
org.add_member,uira,franmatos,EscolaDeSaudePublica,,1582125092960,,,,,,
organization_default_label.update,uira,,EscolaDeSaudePublica,,1582165172087,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582294648676,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582309413034,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582735112421,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582892569595,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582896927986,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582916429670,,,,,,
organization_default_label.update,uira,,EscolaDeSaudePublica,,1582165371496,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582308897304,,,,,,
org.invite_member,victorMagalhaesPacheco,chicaothiago,EscolaDeSaudePublica,,1580912382455,,,,,,
project.close,camilaccolares,,EscolaDeSaudePublica,,1580921782979,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/EducacaoPermanente,1581211278260,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/DesignLab,1581563320966,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1581690568523,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582894553392,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582897072298,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582899753509,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913630695,,,,,,
team.add_member,victorMagalhaesPacheco,ItaloRod,EscolaDeSaudePublica,,1580833527176,,,,,,EscolaDeSaudePublica/nutic
org.add_member,victorMagalhaesPacheco,ItaloRod,EscolaDeSaudePublica,,1580833527032,,,,,,
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/susi,1580837141258,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1580733133286,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581081096153,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581081111527,,,,,,
repo.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/geodata-ce,1582296405362,,,,,,
organization_default_label.destroy,uira,,EscolaDeSaudePublica,,1582165070154,,,,,,
project.update_org_permission,camilaccolares,,EscolaDeSaudePublica,,1581440887164,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1581643080332,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/BancoDeIDeias,1582031488029,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582805166990,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1580835470324,,,,,,
team.update_repository_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/susi,1580837145607,,,,,,EscolaDeSaudePublica/nutic
project.close,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1581534236000,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1581533151189,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/infraLab,1581623907941,,,,,,
organization_default_label.destroy,uira,,EscolaDeSaudePublica,,1582165084671,,,,,,
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165399644,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1581962844492,,,,,,
project.open,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808029496,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582807617149,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1580733130995,,,,,,
project.link,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RPES,1581001006691,,,,,,
repo.rename,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/devLab,1581689467561,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1581690577628,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582138747894,,,,,,
organization_default_label.destroy,uira,,EscolaDeSaudePublica,,1582165057233,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,,1581440887411,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/EducacaoPermanente,1581689387971,,,,,,
org.add_member,victorMagalhaesPacheco,chicaothiago,EscolaDeSaudePublica,,1580912438879,,,,,,
org.oauth_app_access_approved,uira,,EscolaDeSaudePublica,,1581381716333,,,,,,
organization_default_label.create,uira,,EscolaDeSaudePublica,,1582165675124,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582051758630,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1582296809837,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582898761278,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582736464768,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582807602387,,,,,,
project.update_team_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1580841147106,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Demandas,1580823440716,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/FeliciLab,1581559107637,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/videoLab,1581556830003,,,,,,
team.add_member,victorMagalhaesPacheco,chicaothiago,EscolaDeSaudePublica,,1580912439060,,,,,,EscolaDeSaudePublica/nutic
project.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1582304469901,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582113713905,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582309596238,,,,,,
org.invite_member,victorMagalhaesPacheco,ItaloRod,EscolaDeSaudePublica,,1580817508638,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/EspSendGrid,1581508861904,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/AvaliacaoDaForcaDeTrabalho,1582120822833,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582311596324,,,,,,
issue_comment.destroy,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1582226445023,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808052426,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582747237000,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582900097946,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912958303,,,,,,
issue_comment.destroy,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582892559383,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582893231259,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/SisWeb,1582827864842,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582899370340,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582894287373,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808043566,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582890989350,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912841221,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582897090754,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913118920,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913637384,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808018320,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912969942,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582737248670,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913601333,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582735112421,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582892569595,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582896927986,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582916429670,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582894553392,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582897072298,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582899753509,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582913630695,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582805166990,,,,,,
project.open,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808029496,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582807617149,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582736464768,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582807602387,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582898761278,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582808052426,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582747237000,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582900097946,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582893231259,,,,,,
issue_comment.destroy,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/MapaDaSaude,1582892559383,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1582912958303,,,,,,
org.invite_member,uira,helenhilario,EscolaDeSaudePublica,,1583177528036,,,,,,
team.update_repository_permission,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/escoladesaudepublica.github.io,1584474900072,,,,,,EscolaDeSaudePublica/nutic
repo.pages_create,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus-alert-panel,1584385263013,,,,,,
repo.pages_source,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus-alert-panel,1584385263049,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585134241967,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076480297,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585650199350,,,,,,
team.add_repository,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584475200900,,,,,,EscolaDeSaudePublica/nutic
